Record#;Publisher;Publication Title;UKB APC discount %;HOOP1;HOOP2;HOOP3;Impact Factor 2014;JCR Quartile 2014;"ISSN
print";"ISSN
Online";Collection Code;Collection 2016;URL;;JCR subject category;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12320;Elsevier;Heart and Lung: The Journal of Acute and Critical Care;100;Gezondheid;;;1.290;Q3;0147-9563;0147-9563;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/01479563; ;"CHEMISTRY, MULTIDISCIPLINARY;MATHEMATICS, INTERDISCIPLINARY APPLICATIONS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12352;Elsevier;Immunobiology;100;Gezondheid;;;3.044;Q2;0171-2985;0171-2985;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/01712985; ;"REHABILITATION;SOCIAL ISSUES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12368;Elsevier;Infection, Genetics and Evolution;100;Gezondheid;;;3.015;Q2;1567-1348;1567-1348;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/15671348; ;"ORTHOPEDICS;PEDIATRICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20778;Elsevier;International Biodeterioration and Biodegradation;100;Natuur;;;2.131;Q2;0964-8305;0964-8305;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/09648305; ;"BUSINESS;ECONOMICS;SOCIAL SCIENCES, MATHEMATICAL METHODS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12433;Elsevier;International Journal of Cardiology;100;Gezondheid;;;4.036;Q1;0167-5273;0167-5273;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/01675273; ;"HEALTH POLICY & SERVICES;PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12435;Elsevier;International Journal of Coal Geology;100;Natuur;;;3.381;Q2;0166-5162;0166-5162;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/01665162; ;"MATHEMATICS, APPLIED;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12440;Elsevier;International Journal of Electrical Power and Energy Systems;100;Techniek;;;;;0142-0615;0142-0615;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/01420615; ;ENGINEERING, ELECTRICAL & ELECTRONIC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12448;Elsevier;International Journal of Heat and Mass Transfer;100;Natuur;;;2.383;Q1;0017-9310;0017-9310;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/00179310; ;"PHYSICS, APPLIED;PHYSICS, CONDENSED MATTER;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28819;Elsevier;International Journal of Marine Energy;100;Techniek;;;;;2214-1669;2214-1669;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/22141669; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12577;Elsevier;Journal of Autoimmunity;100;Gezondheid;;;8.410;Q1;0896-8411;1095-9157;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/08968411; ;"GEOSCIENCES, MULTIDISCIPLINARY;OCEANOGRAPHY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12593;Elsevier;Journal of Cardiac Failure;100;Gezondheid;;;3.051;Q2;1071-9164;1532-8414;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/10719164; ;"MECHANICS;MATERIALS SCIENCE, COMPOSITES;POLYMER SCIENCE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12594;Elsevier;Journal of Cardiothoracic and Vascular Anesthesia;100;Gezondheid;;;1.463;Q3;1053-0770;1532-8422;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/10530770; ;"MECHANICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13756;Elsevier;Journal of Chemical Thermodynamics, The;100;Natuur;;;2.679;Q1;0021-9614;1096-3626;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/00219614; ;"MEDICINE, GENERAL & INTERNAL;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20653;Elsevier;Journal of Clinical Virology;100;Gezondheid;;;3.016;Q2;1386-6532;1386-6532;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/13866532; ;"STATISTICS & PROBABILITY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27994;Elsevier;Journal of CO2 Utilization;100;Natuur;;;3.091;Q2;2212-9820;2212-9820;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/22129820; ;"ECOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12659;Elsevier;Journal of Electrocardiology;100;Gezondheid;;;1.361;Q3;0022-0736;1532-8430;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/00220736; ;"CHEMISTRY, MULTIDISCIPLINARY;NANOSCIENCE & NANOTECHNOLOGY;MATERIALS SCIENCE, MULTIDISCIPLINARY;PHYSICS, APPLIED;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22138;Elsevier;Journal of Geriatric Oncology;100;Gezondheid;;;1.859;Q4;1879-4068;1879-4076;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/18794068; ;"GEOSCIENCES, MULTIDISCIPLINARY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20659;Elsevier;Journal of Immunological Methods;100;Gezondheid;Natuur;;1.820;Q3;0022-1759;0022-1759;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/00221759; ;"ENGINEERING, MARINE;ENGINEERING, CIVIL;ENGINEERING, OCEAN;OCEANOGRAPHY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12765;Elsevier;Journal of Microbiological Methods;100;Gezondheid;Natuur;;2.026;Q3;0167-7012;0167-7012;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/01677012; ;"ANESTHESIOLOGY;PEDIATRICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12770;Elsevier;Journal of Molecular and Cellular Cardiology;100;Gezondheid;;;4.655;Q1;0022-2828;1095-8584;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/00222828; ;"CLINICAL NEUROLOGY;PEDIATRICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12771;Elsevier;Journal of Molecular Biology;100;Gezondheid;Natuur;;4.333;Q1;0022-2836;0022-2836;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/00222836; ;"CLINICAL NEUROLOGY;PEDIATRICS;SURGERY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20013;Elsevier;Journal of Natural Gas Science and Engineering;100;Natuur;;;2.157;Q2;1875-5100;1875-5100;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/18755100; ;"COMPUTER SCIENCE, INFORMATION SYSTEMS;TELECOMMUNICATIONS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12797;Elsevier;Journal of Nuclear Materials;100;Techniek;;;1.865;Q2;0022-3115;0022-3115;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/00223115; ;"PLANT SCIENCES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12819;Elsevier;Journal of Petroleum Science and Engineering;100;Techniek;;;1.416;Q3;0920-4105;0920-4105;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/09204105; ;"ENGINEERING, CHEMICAL;PHYSICS, APPLIED;PHYSICS, FLUIDS & PLASMAS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12833;Elsevier;Journal of Power Sources;100;Natuur;;;6.217;Q1;0378-7753;0378-7753;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/03787753; ;"DEMOGRAPHY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12849;Elsevier;Journal of Reproductive Immunology;100;Gezondheid;;;2.815;Q2;0165-0378;0165-0378;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/01650378; ;"MATERIALS SCIENCE, MULTIDISCIPLINARY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27526;Elsevier;Journal of Unconventional Oil and Gas Resources;100;Natuur;;;;;2213-3976;2213-3976;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/22133976; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12926;Elsevier;Journal of Virological Methods;100;Gezondheid;Natuur;;1.781;Q3;0166-0934;0166-0934;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/01660934; ;"PHYSIOLOGY;RESPIRATORY SYSTEM;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12932;Elsevier;Journal of Wind Engineering and Industrial Aerodynamics;100;Techniek;;;1.414;Q2;0167-6105;0167-6105;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/01676105; ;"BUSINESS, FINANCE;ECONOMICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12939;Elsevier;Krankenhaus-Hygiene + Infektionsverhütung;100;Gezondheid;;;;;0720-3373;0720-3373;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/07203373; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12955;Elsevier;Leukemia Research;100;Gezondheid;;;2.351;Q3;0145-2126;0145-2126;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/01452126; ;"HEALTH CARE SCIENCES & SERVICES;MEDICINE, GENERAL & INTERNAL;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12971;Elsevier;Lung Cancer;100;Gezondheid;;;3.958;Q2;0169-5002;0169-5002;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/01695002; ;"GEOGRAPHY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13045;Elsevier;Microbial Pathogenesis;100;Gezondheid;;;1.794;Q4;0882-4010;1096-1208;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/08824010; ;"SPORT SCIENCES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13059;Elsevier;Microvascular Research;100;Gezondheid;;;2.126;Q3;0026-2862;1095-9319;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/00262862; ;"CELL BIOLOGY;MEDICINE, RESEARCH & EXPERIMENTAL;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13064;Elsevier;Molecular and Biochemical Parasitology;100;Gezondheid;Natuur;;1.787;Q4;0166-6851;0166-6851;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/01666851; ;"POLITICAL SCIENCE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13067;Elsevier;Molecular and Cellular Probes;100;Gezondheid;Natuur;;1.852;Q3;0890-8508;1096-1194;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/08908508; ;"EDUCATION & EDUCATIONAL RESEARCH;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13075;Elsevier;Molecular Immunology;100;Gezondheid;Natuur;;2.973;Q2;0161-5890;0161-5890;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/01615890; ;"CHEMISTRY, PHYSICAL;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26466;Elsevier;Nano Energy;100;Techniek;;;10.325;Q1;2211-2855;2211-2855;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/22112855; ;"EDUCATION & EDUCATIONAL RESEARCH;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13151;Elsevier;Nuclear Engineering and Design;100;Natuur;;;0.952;Q3;0029-5493;0029-5493;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/00295493; ;"ENDOCRINOLOGY & METABOLISM;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20693;Elsevier;Oral Oncology;100;Gezondheid;;;3.607;Q2;1368-8375;1368-8375;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/13688375; ;"ENVIRONMENTAL SCIENCES;LIMNOLOGY;WATER RESOURCES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13306;Elsevier;Placenta;100;Gezondheid;Natuur;;2.710;Q2;0143-4004;0143-4004;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/01434004; ;OBSTETRICS & GYNECOLOGY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13350;Elsevier;Progress in Cardiovascular Diseases;100;Gezondheid;;;2.418;Q2;0033-0620;1532-8643;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/00330620; ;CARDIAC & CARDIOVASCULAR SYSTEMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13353;Elsevier;Progress in Energy and Combustion Science;100;Natuur;;;19.220;Q1;0360-1285;0360-1285;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/03601285; ;THERMODYNAMICS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13363;Elsevier;Progress in Nuclear Energy;100;Natuur;;;1.119;Q2;0149-1970;0149-1970;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/01491970; ;NUCLEAR SCIENCE & TECHNOLOGY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13369;Elsevier;Progress in Pediatric Cardiology;100;Gezondheid;;;;;1058-9813;1058-9813;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/10589813; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13446;Elsevier;Renewable and Sustainable Energy Reviews;100;Natuur;;;5.901;Q1;1364-0321;1364-0321;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/13640321; ;ENERGY & FUELS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13447;Elsevier;Renewable Energy;100;Natuur;;;3.476;Q1;0960-1481;0960-1481;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/09601481; ;ENERGY & FUELS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13497;Elsevier;Resource and Energy Economics;100;Techniek;Economie;;1.329;Q2;0928-7655;0928-7655;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/09287655; ;ECONOMICS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13501;Elsevier;Resources Policy;100;Natuur;;;2.053;Q1;0301-4207;0301-4207;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/03014207; ;ENVIRONMENTAL STUDIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20813;Elsevier;Resources, Conservation and Recycling;100;Techniek;;;2.564;Q2;0921-3449;0921-3449;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/09213449; ;ENGINEERING, ENVIRONMENTAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13509;Elsevier;Resuscitation;100;Gezondheid;;;4.167;Q1;0300-9572;0300-9572;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/03009572; ;CRITICAL CARE MEDICINE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27537;Elsevier;Reviews in Vascular Medicine;100;Gezondheid;;;;;2212-0211;2212-0211;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/22120211; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13568;Elsevier;Seminars in Cancer Biology;100;Gezondheid;;;9.330;Q1;1044-579X;1096-3650;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/1044579X; ;ONCOLOGY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13578;Elsevier;Seminars in Immunology;100;Gezondheid;;;5.170;Q1;1044-5323;1096-3618;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/10445323; ;IMMUNOLOGY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13585;Elsevier;Seminars in Oncology Nursing;100;Gezondheid;;;;;0749-2081;0749-2081;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/07492081; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13592;Elsevier;Seminars in Radiation Oncology;100;Gezondheid;;;4.029;Q2;1053-4296;1053-4296;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/10534296; ;RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13595;Elsevier;Seminars in Thoracic and Cardiovascular Surgery;100;Gezondheid;;;;;1043-0679;1043-0679;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/10430679; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13596;Elsevier;Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual;100;Gezondheid;;;;;1092-9126;1092-9126;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/10929126; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13598;Elsevier;Seminars in Vascular Surgery;100;Gezondheid;;;1.379;Q3;0895-7967;0895-7967;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/08957967; ;SURGERY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20823;Elsevier;Solar Energy Materials and Solar Cells;100;Natuur;;;5.337;Q1;0927-0248;0927-0248;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/09270248; ;ENERGY & FUELS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13685;Elsevier;Surgical Oncology;100;Gezondheid;;;3.270;Q2;0960-7404;0960-7404;"ELS01;ELS04;ELS05";"ELSEVIER Freedom Collection;ELSEVIER Deep Archive;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/09607404; ;SURGERY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27542;Elsevier;Sustainable Energy Technologies and Assessments;100;Techniek;;;;;2213-1388;2213-1388;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/22131388; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13700;Elsevier;Techniques in Vascular and Interventional Radiology;100;Gezondheid;;;;;1089-2516;1089-2516;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/10892516; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20551;Elsevier;Ticks and Tick-borne Diseases;100;Gezondheid;;;2.718;Q2;1877-959X;1877-9603;"ELS01;ELS05";"ELSEVIER Freedom Collection;Elsevier NL OA publ 2016-2018";http://www.sciencedirect.com/science/journal/1877959X; ;INFECTIOUS DISEASES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
